"Autism and Tomorrow: The Complete Guide to Helping Your Child Thrive in the Real World","https://bookshop.org/p/books/autism-and-tomorrow-the-complete-guide-to-helping-your-child-thrive-in-the-real-world-karen-simmons/12415879?aid=103949&ean=9781510722521&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Now I See the Moon: A Mother a Son and the Miracle of Autism","https://bookshop.org/p/books/now-i-see-the-moon-a-mother-a-son-and-the-miracle-of-autism-elaine-hall/9009281?aid=103949&ean=9780061743818&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Defining Autism From The Heart","https://bookshop.org/p/books/defining-autism-from-the-heart-kerry-magro/12700124?aid=103949&ean=9780615818108&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Autism and Falling in Love: To the One That Got Away","https://bookshop.org/p/books/autism-and-falling-in-love-to-the-one-that-got-away-kerry-magro/14579255?aid=103949&ean=9780692338094&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Carly's Voice: Breaking Through Autism","https://bookshop.org/p/books/carly-s-voice-breaking-through-autism-arthur-fleischmann/10543632?aid=103949&ean=9781439194157&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Goldilocks and the Three Bears: Understanding Autism Spectrum Disorder","https://bookshop.org/p/books/goldilocks-and-the-three-bears-understanding-autism-spectrum-disorder-amy-nielsen/20048503?aid=103949&ean=9781958531242&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"It Takes a Village: How to Build a Support System for Your Exceptional Needs Family","https://bookshop.org/p/books/it-takes-a-village-how-to-build-a-support-system-for-your-exceptional-needs-family-amy-nielsen/20312977?aid=103949&ean=9781958531273&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Worth It","https://bookshop.org/p/books/worth-it-amy-nielsen/21286838?aid=103949&ean=9781958531587&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I Have Autism...What'll I Do Without You Mom?: How to Prepare for When Your Special Needs Child Outlives You","https://bookshop.org/p/books/i-have-autism-what-ll-i-do-without-you-mom-how-to-prepare-for-when-your-special-needs-child-outlives-you-amalia-starr/10313012?aid=103949&ean=9780982137796&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Raising Brandon: Creating a Path to Independence for Your Adult Kid with Autism & Special Needs","https://bookshop.org/p/books/raising-brandon-creating-a-path-to-independence-for-your-adult-kid-with-autism-special-needs-amalia-starr/10312989?aid=103949&ean=9780982137703&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I Will Die on This Hill: Autistic Adults Autism Parents and the Children Who Deserve a Better World","https://bookshop.org/p/books/i-will-die-on-this-hill-autistic-adults-autism-parents-and-the-children-who-deserve-a-better-world-meghan-ashburn/18567996?aid=103949&ean=9781839971686&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Raising Cubby: A Father and Son's Adventures with Asperger's Trains Tractors and High Explosives","https://bookshop.org/p/books/raising-cubby-a-father-and-son-s-adventures-with-asperger-s-trains-tractors-and-high-explosives-john-elder-robison/9791267?aid=103949&ean=9780307884855&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Look Me in the Eye: My Life with Asperger's","https://bookshop.org/p/books/look-me-in-the-eye-my-life-with-asperger-s-john-elder-robison/8749485?aid=103949&ean=9780307396181&listref=authors-on-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A Note Before Dying","https://bookshop.org/p/books/a-note-before-dying-adam-cole/12441372?aid=103949&ean=9781626466791&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Solfege Town","https://bookshop.org/p/books/solfege-town-adam-cole/6425785?aid=103949&ean=9781601459787&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Temple Grandin: The Stories I Tell My Friends","https://bookshop.org/p/books/temple-grandin-the-stories-i-tell-my-friends-anita-lesko/6597259?aid=103949&ean=9781941765609&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Complete Guide to Autism & Healthcare: Advice for Medical Professionals and People on the Spectrum","https://bookshop.org/p/books/the-complete-guide-to-autism-healthcare-advice-for-medical-professionals-and-people-on-the-spectrum-anita-lesko/6611004?aid=103949&ean=9781941765449&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Been There. Done That. Try This!: An Aspie's Guide to Life on Earth","https://bookshop.org/p/books/been-there-done-that-try-this-an-aspie-s-guide-to-life-on-earth-anita-lesko/10676582?aid=103949&ean=9781849059640&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Educating Marston: A Mother and Son's Journey Through Autism","https://bookshop.org/p/books/educating-marston-a-mother-and-son-s-journey-through-autism-christine-weiss/14910031?aid=103949&ean=9780998623146&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beside You: How Lukas' Special Needs Revealed Mine","https://bookshop.org/p/books/beside-you-how-lukas-special-needs-revealed-mine-kimberly-l-sanders/17755651?aid=103949&ean=9781665300544&listref=mentioned-on-the-autisable-dads-podcast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Active Imagination Activity Book: 50 Sensorimotor Activities for Children to Improve Focus Attention Strength & Coordination","https://bookshop.org/p/books/active-imagination-activity-book-50-sensorimotor-activities-for-children-to-improve-focus-attention-strength-coordination-kelly-tilley/8937126?aid=103949&ean=9781935567288&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Following Ezra: What One Father Learned about Gumby Otters Autism and Love from His Extraordinary Son","https://bookshop.org/p/books/following-ezra-what-one-father-learned-about-gumby-otters-autism-and-love-from-his-extraordi-nary-son-thomas-fields-meyer/11107841?aid=103949&ean=9780451234636&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special Diets for Special Kids: Updated Gluten-Free Casein-Free Recipes You'll Love","https://bookshop.org/p/books/special-diets-for-special-kids-lisa-lewis/18420598?aid=103949&ean=9781949177985&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"From Struggle to Strength: A Father's Journey with Autism and the Power of Hope and Positivity","https://bookshop.org/p/books/from-struggle-to-strength-a-father-s-journey-with-autism-and-the-power-of-hope-and-positivity-harry-psaros/21269357?aid=103949&ean=9781958481257&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Inclusive Education for Autistic Children: Helping Children and Young People to Learn and Flourish in the Classroom","https://bookshop.org/p/books/inclusive-education-for-autistic-children-helping-children-and-young-people-to-learn-and-flourish-in-the-classroom-rebecca-wood/9970319?aid=103949&ean=9781785923210&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Empowering Students with Hidden Disabilities: A Path to Pride and Success","https://bookshop.org/p/books/empowering-students-with-hidden-disabilities-a-path-to-pride-and-success-margo-vreeburg-izzo/11134061?aid=103949&ean=9781598577358&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beyond Behaviors: Using Brain Science and Compassion to Understand and Solve Children's Behavioral Challenges","https://bookshop.org/p/books/beyond-behaviors-using-brain-science-and-compassion-to-understand-and-solve-children-s-behavioral-challenges-mona-delahooke/9851376?aid=103949&ean=9798200330485&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leaders Around Me: Autobiographies of Autistics who Type Point and Spell to Communicate","https://bookshop.org/p/books/leaders-around-me-autobiographies-of-autistics-who-type-point-and-spell-to-communicate-edlyn-vallejo-pena/13137785?aid=103949&ean=9781791505950&listref=for-parents-educators","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Active Imagination Activity Book: 50 Sensorimotor Activities for Children to Improve Focus Attention Strength & Coordination","https://bookshop.org/p/books/active-imagination-activity-book-50-sensorimotor-activities-for-children-to-improve-focus-attention-strength-coordination-kelly-tilley/8937126?ean=9781935567288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Following Ezra: What One Father Learned about Gumby Otters Autism and Love from His Extraordinary Son","https://bookshop.org/p/books/following-ezra-what-one-father-learned-about-gumby-otters-autism-and-love-from-his-extraordi-nary-son-thomas-fields-meyer/11107841?ean=9780451234636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special Diets for Special Kids: Updated Gluten-Free Casein-Free Recipes You'll Love","https://bookshop.org/p/books/special-diets-for-special-kids-lisa-lewis/18420598?ean=9781949177985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"From Struggle to Strength: A Father's Journey with Autism and the Power of Hope and Positivity","https://bookshop.org/p/books/from-struggle-to-strength-a-father-s-journey-with-autism-and-the-power-of-hope-and-positivity-harry-psaros/21269357?aid=103949&ean=9781958481257&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I Overcame My Autism and All I Got Was This Lousy Anxiety Disorder: A Memoir","https://bookshop.org/p/books/i-overcame-my-autism-and-all-i-got-was-this-lousy-anxiety-disorder-a-memoir-sarah-kurchak/14050641?aid=103949&ean=9781771622462&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Young Autistic Adult's Independence Handbook","https://bookshop.org/p/books/the-young-autistic-adult-s-independence-handbook-haley-moss/17146726?aid=103949&ean=9781787757578&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shake It Up!: How to Be Young Autistic and Make an Impact","https://bookshop.org/p/books/shake-it-up-how-to-be-young-autistic-and-make-an-impact-quincy-hansen/18414660?aid=103949&ean=9781787759794&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Secret Life of Rose","https://bookshop.org/p/books/the-secret-life-of-rose-jodie-smitten/20770057?aid=103949&ean=9781805010425&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Girls Growing Up on the Autism Spectrum: What Parents and Professionals Should Know about the Pre-Teen and Teenage Years","https://bookshop.org/p/books/girls-growing-up-on-the-autism-spectrum-what-parents-and-professionals-should-know-about-the-pre-teen-and-teenage-years-shana-nichols/7186876?aid=103949&ean=9781843108559&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Autism Relationships Handbook: How to Thrive in Friendships Dating and Love","https://bookshop.org/p/books/the-autism-relationships-handbook-how-to-thrive-in-friendships-dating-and-love-joe-biel/14549475?aid=103949&ean=9781621066194&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Autism Partner Handbook: How to Love an Autistic Person","https://bookshop.org/p/books/autism-partner-handbook-how-to-love-someone-on-the-spectrum-joe-biel/18673877?aid=103949&ean=9781648411724&listref=non-fiction-general-non-fiction-memoirs-autobiographies-resources-on-autism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"From Struggle to Strength: A Father's Journey with Autism and the Power of Hope and Positivity","https://bookshop.org/p/books/from-struggle-to-strength-a-father-s-journey-with-autism-and-the-power-of-hope-and-positivity-harry-psaros/21269357?ean=9781958481257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I Overcame My Autism and All I Got Was This Lousy Anxiety Disorder: A Memoir","https://bookshop.org/p/books/i-overcame-my-autism-and-all-i-got-was-this-lousy-anxiety-disorder-a-memoir-sarah-kurchak/14050641?ean=9781771622462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Young Autistic Adult's Independence Handbook","https://bookshop.org/p/books/the-young-autistic-adult-s-independence-handbook-haley-moss/17146726?ean=9781787757578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Kiss Quotient","https://bookshop.org/p/books/the-kiss-quotient-helen-hoang/15559255?aid=103949&ean=9780451490803&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACT Your Age Eve Brown","https://bookshop.org/p/books/act-your-age-eve-brown-talia-hibbert/14796864?aid=103949&ean=9780062941275&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Failure to Communicate","https://bookshop.org/p/books/failure-to-communicate-kaia-sonderby/13073270?aid=103949&ean=9789198529708&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Outside","https://bookshop.org/p/books/the-outside-ada-hoffmann/11960265?aid=103949&ean=9780857668134&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"An Unkindness of Ghosts","https://bookshop.org/p/books/an-unkindness-of-ghosts-rivers-solomon/7214631?aid=103949&ean=9781617755880&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Queens of Geek","https://bookshop.org/p/books/queens-of-geek-jen-wilde/8496521?aid=103949&ean=9781250111395&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Even If We Break","https://bookshop.org/p/books/even-if-we-break-marieke-nijkamp/15657708?aid=103949&ean=9781492636113&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Art of Saving the World: An Interdimensional Riff. an Unexpected Destiny.","https://bookshop.org/p/books/the-art-of-saving-the-world-corinne-duyvis/14505471?aid=103949&ean=9781419736872&listref=fiction-novels-young-adult-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Kiss Quotient","https://bookshop.org/p/books/the-kiss-quotient-helen-hoang/15559255?ean=9780451490803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACT Your Age Eve Brown","https://bookshop.org/p/books/act-your-age-eve-brown-talia-hibbert/14796864?ean=9780062941275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Failure to Communicate","https://bookshop.org/p/books/failure-to-communicate-kaia-sonderby/13073270?ean=9789198529708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saturday","https://bookshop.org/p/books/saturday-oge-mora/113103?aid=103949&ean=9780316431279&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Berenstain Bears: We Love Our Mom!","https://bookshop.org/p/books/the-berenstain-bears-we-love-our-dad-we-love-our-mom-mike-berenstain/7952308?aid=103949&ean=9780062075475&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Love You Forever","https://bookshop.org/p/books/love-you-forever-robert-munsch/6994118?aid=103949&ean=9780920668375&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Why a Daughter Needs a Mom","https://bookshop.org/p/books/why-a-daughter-needs-a-mom-susanna-leonard-hill/10955388?aid=103949&ean=9781492667810&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Llama Llama Mother's Day Present","https://bookshop.org/p/books/llama-llama-mother-s-day-present-anna-dewdney/12104296?aid=103949&ean=9780593094181&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Just Grandma and Me (Bound for Schools & Libraries)","https://bookshop.org/p/books/just-grandma-and-me-mercer-mayer/10132892?aid=103949&ean=9780808580669&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Ugly Vegetables","https://bookshop.org/p/books/the-ugly-vegetables-grace-lin/630968?aid=103949&ean=9781570914911&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lola at the Library","https://bookshop.org/p/books/lola-at-the-library-anna-mcquinn/286472?aid=103949&ean=9781580891424&listref=children-young-adults-picture-books-middle-grade-young-adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saturday","https://bookshop.org/p/books/saturday-oge-mora/113103?ean=9780316431279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Berenstain Bears: We Love Our Mom!","https://bookshop.org/p/books/the-berenstain-bears-we-love-our-dad-we-love-our-mom-mike-berenstain/7952308?ean=9780062075475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Love You Forever","https://bookshop.org/p/books/love-you-forever-robert-munsch/6994118?ean=9780920668375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nerdy Shy and Socially Inappropriate: A User Guide to an Asperger Life","https://bookshop.org/p/books/nerdy-shy-and-socially-inappropriate-a-user-guide-to-an-asperger-life-cynthia-kim/10672730?aid=103949&ean=9781849057578&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Unconditional Parenting: Moving from Rewards and Punishments to Love and Reason","https://bookshop.org/p/books/unconditional-parenting-moving-from-rewards-and-punishments-to-love-and-reason-alfie-kohn/16711930?aid=103949&ean=9780743487481&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Punished by Rewards: The Trouble with Gold Stars Incentive Plans A'S Praise and Other Bribes (Anniversary)","https://bookshop.org/p/books/punished-by-rewards-the-trouble-with-gold-stars-incentive-plans-a-s-praise-and-other-bribes-alfie-kohn/6960658?aid=103949&ean=9781328450524&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Autistic Community and the Neurodiversity Movement: Stories from the Frontline (2020)","https://bookshop.org/p/books/autistic-community-and-the-neurodiversity-movement-stories-from-the-frontline-2020-steven-k-kapp/10788759?aid=103949&ean=9789811384363&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trauma Stigma and Autism: Developing Resilience and Loosening the Grip of Shame","https://bookshop.org/p/books/trauma-stigma-and-autism-developing-resilience-and-loosening-the-grip-of-shame-gordon-gates/9967357?aid=103949&ean=9781785922039&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Funny You Don't Look Autistic: A Comedian's Guide to Life on the Spectrum","https://bookshop.org/p/books/funny-you-don-t-look-autistic-a-comedian-s-guide-to-life-on-the-spectrum-michael-mccreary/11429017?aid=103949&ean=9781773212579&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Autism in the Workplace: Creating Positive Employment and Career Outcomes for Generation a (2020)","https://bookshop.org/p/books/autism-in-the-workplace-creating-positive-employment-and-career-outcomes-for-generation-a-amy-e-hurley-hanson/11128512?aid=103949&ean=9783030290511&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Autism in Kids: Parent's Guide to Autism Treatment and Support (Using Daily Activities to Help Kids Communicate Learn and Connect)","https://bookshop.org/p/books/autism-in-kids-parent-s-guide-to-autism-treatment-and-support-using-daily-activities-to-help-kids-communicate-learn-and-connect-melissa-werner/18725066?aid=103949&ean=9781774857403&listref=books-about-autism-autisable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nerdy Shy and Socially Inappropriate: A User Guide to an Asperger Life","https://bookshop.org/p/books/nerdy-shy-and-socially-inappropriate-a-user-guide-to-an-asperger-life-cynthia-kim/10672730?ean=9781849057578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Unconditional Parenting: Moving from Rewards and Punishments to Love and Reason","https://bookshop.org/p/books/unconditional-parenting-moving-from-rewards-and-punishments-to-love-and-reason-alfie-kohn/16711930?ean=9780743487481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Punished by Rewards: The Trouble with Gold Stars Incentive Plans A'S Praise and Other Bribes (Anniversary)","https://bookshop.org/p/books/punished-by-rewards-the-trouble-with-gold-stars-incentive-plans-a-s-praise-and-other-bribes-alfie-kohn/6960658?ean=9781328450524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
